,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
536,Uptown,29.7392,-95.4645,"Snooze, An A.M. Eatery",29.741966818372823,-95.46196457153916,Breakfast Spot
537,Uptown,29.7392,-95.4645,Nothing Bundt Cakes,29.741029,-95.460618,Bakery
538,Uptown,29.7392,-95.4645,Cafe Dolce Gelato,29.73629768869851,-95.46420290108786,Ice Cream Shop
539,Uptown,29.7392,-95.4645,Urban Outfitters,29.73804,-95.46453,Clothing Store
540,Uptown,29.7392,-95.4645,Gerald D. Hines Waterwall Park,29.736103829301197,-95.4614172549511,Park
541,Uptown,29.7392,-95.4645,Lacoste,29.739356951924147,-95.46490259280216,Clothing Store
542,Uptown,29.7392,-95.4645,Hyatt Place Houston/Galleria,29.73813697098583,-95.46818488718405,Hotel
543,Uptown,29.7392,-95.4645,Victoria's Secret,29.739116179119247,-95.46332716941833,Lingerie Store
544,Uptown,29.7392,-95.4645,E Tao,29.736543019205754,-95.46421072037265,Dim Sum Restaurant
545,Uptown,29.7392,-95.4645,Argentina Cafe,29.73539453509037,-95.46631492264211,Argentinian Restaurant
546,Uptown,29.7392,-95.4645,Moxies,29.74271007262902,-95.4613506631582,Restaurant
547,Uptown,29.7392,-95.4645,Starbucks,29.741165115729984,-95.46058961779109,Coffee Shop
548,Uptown,29.7392,-95.4645,The Container Store,29.741415225598274,-95.46005247032731,Furniture / Home Store
549,Uptown,29.7392,-95.4645,Homewood Suites by Hilton,29.736901329422228,-95.46727269887924,Hotel
550,Uptown,29.7392,-95.4645,DoubleTree by Hilton,29.739136673791272,-95.46897858381277,Hotel
551,Uptown,29.7392,-95.4645,Dillard's,29.73953538806795,-95.45979738235474,Department Store
552,Uptown,29.7392,-95.4645,Marshalls,29.7428056800702,-95.46144448298116,Department Store
553,Uptown,29.7392,-95.4645,The Burger Palace,29.737319174119968,-95.46818455959396,Burger Joint
554,Uptown,29.7392,-95.4645,Courtyard Houston by The Galleria,29.736914,-95.4680721,Hotel
555,Uptown,29.7392,-95.4645,National Car Rental,29.739125494892686,-95.46904027462006,Rental Car Location
556,Uptown,29.7392,-95.4645,Redbox,29.740279,-95.46751,Video Store
557,Uptown,29.7392,-95.4645,Starbucks,29.737237672428332,-95.46775952663295,Coffee Shop
558,Uptown,29.7392,-95.4645,SUBWAY,29.737784043483423,-95.46936294948053,Sandwich Place
559,Uptown,29.7392,-95.4645,Firestone Complete Auto Care,29.740295,-95.468402,Automotive Shop
560,Uptown,29.7392,-95.4645,McKinley's Bar And Grill,29.73919385386983,-95.46903640113374,New American Restaurant
561,Garden Oaks,29.8327,-95.4448,Family Dollar,29.833723,-95.445311,Discount Store
562,Garden Oaks,29.8327,-95.4448,Corner Store,29.8325251,-95.4450603,Convenience Store
563,Garden Oaks,29.8327,-95.4448,Oak Forest,29.830694471728165,-95.44062416616364,Intersection
564,Garden Oaks,29.8327,-95.4448,Wakefield Farmer's Market,29.830650448429797,-95.4405985824032,Farmers Market
565,Heights,29.8016,-95.4381,iLoveKickboxing - Houston Heights,29.801201000000002,-95.434273,Gym
566,Heights,29.8016,-95.4381,Kojak's Cafe,29.80131158100435,-95.43411645878514,Café
567,Heights,29.8016,-95.4381,Redbox,29.801206127167085,-95.43528709934682,Video Store
568,Heights,29.8016,-95.4381,Domino's Pizza,29.801196493118162,-95.43399855494499,Pizza Place
569,Heights,29.8016,-95.4381,Corner Store,29.8011015,-95.435381,Convenience Store
570,Heights,29.8016,-95.4381,Fitness Center at Oaks of Timbergrove,29.798601,-95.434911,Gym
571,Medical Center,29.6851,-95.3993,Houston Famous Deli,29.685150212647283,-95.39880087379791,Deli / Bodega
572,Medical Center,29.6851,-95.3993,Island Sizzler - Jamaican Rum Bar & Grill,29.685125201584324,-95.39933674873183,Caribbean Restaurant
573,Medical Center,29.6851,-95.3993,Starbucks,29.686757267859807,-95.39927006490184,Coffee Shop
574,Medical Center,29.6851,-95.3993,Corner Store,29.6848736,-95.3996758,Convenience Store
575,Medical Center,29.6851,-95.3993,Liquor Store #5,29.685056330898046,-95.3992717258651,Liquor Store
576,Medical Center,29.6851,-95.3993,Enterprise Rent-A-Car,29.680696289708905,-95.39830136047487,Rental Car Location
577,Medical Center,29.6851,-95.3993,Avis Car Rental,29.681158,-95.399509,Rental Car Location
578,Medical Center,29.6851,-95.3993,Budget Car Rental,29.68117,-95.399598,Rental Car Location
579,Medical Center,29.6851,-95.3993,Villa Roma Pizza,29.685131093879136,-95.39857486105753,Pizza Place
580,Medical Center,29.6851,-95.3993,Chettinad Indian Cuisine,29.68506700632383,-95.39908077805518,Indian Restaurant
581,Medical Center,29.6851,-95.3993,Mello Manna,29.684911,-95.399046,Indian Restaurant
582,Memorial Park,29.7771,-95.4355,Memorial Park Stretching Area,29.776300381147397,-95.43406478525682,Park
583,Memorial Park,29.7771,-95.4355,Memorial Park Tennis Center,29.77634927162611,-95.435042600186,Tennis Court
584,Memorial Park,29.7771,-95.4355,Smoothie King,29.776251,-95.435101,Smoothie Shop
585,Memorial Park,29.7771,-95.4355,Memorial Park Golf Course,29.773526950520534,-95.43286768648154,Golf Course
586,Memorial Park,29.7771,-95.4355,Becks Prime Memorial Park,29.773268531785273,-95.43333514864393,Burger Joint
587,Memorial Park,29.7771,-95.4355,Memorial Park Driving Range,29.773678521443244,-95.43299637199914,Golf Driving Range
588,Memorial Park,29.7771,-95.4355,The Gym At Silver Eagle,29.77995026102923,-95.43730520751404,Gym / Fitness Center
589,Midtown,29.7408,-95.3756,13 Celsius,29.74126693320585,-95.37378364691789,Wine Bar
590,Midtown,29.7408,-95.3756,Cali Sandwiches,29.743130918570927,-95.37745706923451,Sandwich Place
591,Midtown,29.7408,-95.3756,Weights + Measures,29.74278014140892,-95.37270705407505,Cocktail Bar
592,Midtown,29.7408,-95.3756,MATCH,29.740329235924914,-95.37869408029296,Concert Hall
593,Midtown,29.7408,-95.3756,The Ensemble Theatre,29.73914760476318,-95.37892321644327,Theater
594,Midtown,29.7408,-95.3756,Beer Market Co.,29.74191339256476,-95.37960943799362,Beer Garden
595,Midtown,29.7408,-95.3756,Wooster's Garden,29.741429403224245,-95.37950763806344,Beer Garden
596,Midtown,29.7408,-95.3756,Holman Draft Hall,29.7402447,-95.3797844,Beer Bar
597,Midtown,29.7408,-95.3756,Piola,29.7425336,-95.37947799999999,Pizza Place
598,Midtown,29.7408,-95.3756,Jinya Ramen Bar,29.74275409015201,-95.37964780776974,Noodle House
599,Midtown,29.7408,-95.3756,Mai's Restaurant,29.74124240619847,-95.37976943329143,Vietnamese Restaurant
600,Midtown,29.7408,-95.3756,Artisans Restaurant,29.74258318816492,-95.3798814362647,French Restaurant
601,Midtown,29.7408,-95.3756,Double Trouble Caffeine & Cocktails,29.738646168153974,-95.37974618344842,Coffee Shop
602,Midtown,29.7408,-95.3756,Natachee's Supper & Punch,29.738775,-95.37966,American Restaurant
603,Midtown,29.7408,-95.3756,Tacos A Go-Go,29.738405156096746,-95.3798049651009,Taco Place
604,Midtown,29.7408,-95.3756,Sig's Lagoon,29.738716472575426,-95.37978546262383,Record Shop
605,Midtown,29.7408,-95.3756,Thien An Sandwiches,29.743829080083756,-95.3726586370572,Vietnamese Restaurant
606,Midtown,29.7408,-95.3756,My Flaming Heart,29.73872448367603,-95.37966979708706,Boutique
607,Midtown,29.7408,-95.3756,Continental Club,29.738532775219703,-95.37989656311099,Music Venue
608,Midtown,29.7408,-95.3756,Simply Pho,29.743858749167398,-95.37771209426442,Vietnamese Restaurant
609,Midtown,29.7408,-95.3756,Slow Dough Bake Shop,29.742485,-95.372972,Bakery
610,Midtown,29.7408,-95.3756,Kura Revolving Sushi Bar,29.739695944386526,-95.37877018642605,Sushi Restaurant
611,Midtown,29.7408,-95.3756,Kim Tai Vietnamese,29.744779163874902,-95.37345516835332,Vietnamese Restaurant
612,Midtown,29.7408,-95.3756,Diced Poke,29.739047978425436,-95.38022820835602,Poke Place
613,Midtown,29.7408,-95.3756,Houston Metropolitan Dance Center,29.74274440860745,-95.37274820347496,Dance Studio
614,Midtown,29.7408,-95.3756,Graffiti Wall,29.739541403486395,-95.37092985815062,Art Gallery
615,Midtown,29.7408,-95.3756,Midtown Arts Center,29.73738068443178,-95.3742911651339,Performing Arts Venue
616,Museum District,29.721,-95.3858,McGovern Centennial Gardens,29.72101846041892,-95.38675954924446,Garden
617,Museum District,29.721,-95.3858,Marvin Taylor Jogging Trail,29.720214824212263,-95.38531287177027,Trail
618,Museum District,29.721,-95.3858,Children's Museum of Houston,29.7227129716974,-95.38531287177027,Science Museum
619,Museum District,29.721,-95.3858,Health Museum of Houston,29.72160605543557,-95.38587874426301,Science Museum
620,Museum District,29.721,-95.3858,MF Sushi,29.723623185256983,-95.38562762758734,Sushi Restaurant
621,Museum District,29.721,-95.3858,Herman Park Trails,29.719804239478698,-95.3887481508594,Trail
622,Museum District,29.721,-95.3858,Cherie Flores Garden Pavilion,29.72125,-95.386871,Botanical Garden
623,Museum District,29.721,-95.3858,Miller Outdoor Theatre,29.71953800316547,-95.38897040094186,Theater
624,Museum District,29.721,-95.3858,Houston Museum of Natural Science,29.72159588246803,-95.38947408417036,Science Museum
625,Museum District,29.721,-95.3858,Barnaby's Cafe,29.721754752278276,-95.3826221271931,American Restaurant
626,Museum District,29.721,-95.3858,Lucille's,29.72375002731305,-95.38501235013668,Southern / Soul Food Restaurant
627,Museum District,29.721,-95.3858,Cockrell Butterfly Center,29.722105868177987,-95.39017852399681,Science Museum
628,Museum District,29.721,-95.3858,Hermann Fountain,29.723115974071355,-95.39022558811367,Sculpture Garden
629,Museum District,29.721,-95.3858,Bodegas Taco Shop,29.723693131903094,-95.38747408261854,Mexican Restaurant
630,Museum District,29.721,-95.3858,Houston Garden Center,29.720978427056064,-95.38697425358012,Garden
631,Museum District,29.721,-95.3858,Dak & Bop,29.721597162815367,-95.38238785687983,Korean Restaurant
632,Museum District,29.721,-95.3858,Holocaust Museum Houston,29.72523181782212,-95.38577128146314,History Museum
633,Museum District,29.721,-95.3858,Mapping Texas Exhibit,29.721595,-95.389562,Exhibit
634,Museum District,29.721,-95.3858,Sam Houston Monument,29.721554408195207,-95.39093971252441,Sculpture Garden
635,Museum District,29.721,-95.3858,Burke Baker Planetarium - The Friedkin Theater,29.72159431806758,-95.38964167526927,Planetarium
636,Museum District,29.721,-95.3858,Speers Rolling Bistro,29.718161846137644,-95.38249118808601,Food Truck
637,Museum District,29.721,-95.3858,Morian Hall of Paleontology at HMNS,29.722759944353328,-95.38979956435985,Science Museum
638,Museum District,29.721,-95.3858,"Wortham IMAX, Houston Museum of Natural Science",29.721804388445605,-95.3900824438415,Movie Theater
639,Museum District,29.721,-95.3858,Fadi's Eatery at Binz,29.721712,-95.382421,Mediterranean Restaurant
640,Museum District,29.721,-95.3858,The Circle at Hermann Park - Esplanade Apartments,29.71862969593834,-95.38150976518166,Residential Building (Apartment / Condo)
641,River Oaks,29.7475,-95.4331,River Oaks Holiday Lights,29.750463,-95.435231,Public Art
642,South Main,29.6726,-95.4201,Rover Oaks Pet Resort,29.673620933955608,-95.41812344601533,Pet Service
643,South Main,29.6726,-95.4201,CityLakes Pool,29.675157,-95.417992,Pool
644,Third Ward,29.6459,-95.2769,Hou Tarmac,29.645472,-95.278145,Airport Service
645,Third Ward,29.6459,-95.2769,runway 4/22,29.648278,-95.275926,Airport Service
646,Upper Kirby,29.7329,-95.4334,Greenway Coffee & Tea,29.73108522151473,-95.4317945638915,Coffee Shop
647,Upper Kirby,29.7329,-95.4334,Life Time Fitness Diamond,29.731515,-95.434921,Gym / Fitness Center
648,Upper Kirby,29.7329,-95.4334,Oishii Japanese Restaurant & Sushi Bar,29.73279566286011,-95.43676014601074,Sushi Restaurant
649,Upper Kirby,29.7329,-95.4334,DoubleTree by Hilton,29.7312536,-95.4327932,Hotel
650,Upper Kirby,29.7329,-95.4334,Cavo Coffee,29.732732107905782,-95.43716036276426,Coffee Shop
651,Upper Kirby,29.7329,-95.4334,Tony's,29.732031985950737,-95.43590907076022,Seafood Restaurant
652,Upper Kirby,29.7329,-95.4334,Eunice,29.732910029585025,-95.42864778022694,Seafood Restaurant
653,Upper Kirby,29.7329,-95.4334,burger-chan,29.731166905849154,-95.43157115782964,Burger Joint
654,Upper Kirby,29.7329,-95.4334,Game Over Videogames,29.72869556425653,-95.43195815727272,Video Game Store
655,Upper Kirby,29.7329,-95.4334,Mia Bella Trattoria,29.73235947,-95.43737885,Italian Restaurant
656,Upper Kirby,29.7329,-95.4334,Jenni's Noodle House,29.732726249414924,-95.43776919422214,Noodle House
657,Upper Kirby,29.7329,-95.4334,Sunrise Super Stop,29.733036905979517,-95.43662233794645,Liquor Store
658,Upper Kirby,29.7329,-95.4334,UROPA Nightclub & Lounge,29.736312036578266,-95.43241426392197,Nightclub
659,Upper Kirby,29.7329,-95.4334,Plato's Closet,29.728730351715495,-95.43184360653508,Clothing Store
660,Upper Kirby,29.7329,-95.4334,Cafe Chino,29.7286112,-95.43213370000001,Chinese Restaurant
661,Upper Kirby,29.7329,-95.4334,Fleur de Lis,29.734662,-95.436244,Café
662,Upper Kirby,29.7329,-95.4334,Well Groomed,29.73657,-95.433205,Pet Store
663,Upper Kirby,29.7329,-95.4334,Radney Day Spa,29.736915999999997,-95.432436,Spa
664,Upper Kirby,29.7329,-95.4334,The Summet (original home of the Houston Rockets),29.72950553894043,-95.43672180175781,Basketball Stadium
665,West University,29.7167,-95.4169,Shake Shack,29.715671453673533,-95.41808134620362,Burger Joint
666,West University,29.7167,-95.4169,Sixty Vines,29.71592333,-95.41734667,Wine Bar
667,West University,29.7167,-95.4169,Torchy's Tacos,29.7169619508857,-95.41512870113365,Taco Place
668,West University,29.7167,-95.4169,Main Street Theater - Rice Village,29.716759720493815,-95.4179726205761,Theater
669,West University,29.7167,-95.4169,Brown Bag Deli,29.7161019819653,-95.41797972248658,Deli / Bodega
670,West University,29.7167,-95.4169,The Chocolate Bar,29.7148185,-95.4173575,Dessert Shop
671,West University,29.7167,-95.4169,The Briar Shoppe,29.71673796036617,-95.41527095308855,Smoke Shop
672,West University,29.7167,-95.4169,Sweet Paris Creperie,29.7176368014156,-95.41588231925834,Creperie
673,West University,29.7167,-95.4169,Black Walnut Café - Rice Village,29.715651130036854,-95.4151047791539,American Restaurant
674,West University,29.7167,-95.4169,Hopdoddy Burger Bar,29.71565872681551,-95.41536432063742,Burger Joint
675,West University,29.7167,-95.4169,SEPHORA,29.716371955718778,-95.41542550619357,Cosmetics Shop
676,West University,29.7167,-95.4169,Oh My Gogi! Truck,29.715179785239428,-95.41503580946534,Food Truck
677,West University,29.7167,-95.4169,Beautique Day Spa & Salon,29.716355117270517,-95.41701338980667,Spa
678,West University,29.7167,-95.4169,Dao Chloe Dao,29.716298,-95.417865,Boutique
679,West University,29.7167,-95.4169,The Pretty Kitty,29.716570027564966,-95.4159517317197,Spa
680,West University,29.7167,-95.4169,Helen Greek Food and Wine,29.71726101775787,-95.41610394226802,Greek Restaurant
681,West University,29.7167,-95.4169,Salento Bistrot,29.717452364340975,-95.41531988296472,Coffee Shop
682,West University,29.7167,-95.4169,The Ginger Man,29.715907852427446,-95.41489430097911,Beer Bar
683,West University,29.7167,-95.4169,Baskin-Robbins,29.714812883736332,-95.41623980670116,Ice Cream Shop
684,West University,29.7167,-95.4169,Fellini Caffè,29.718539385345593,-95.41672651623777,Coffee Shop
685,West University,29.7167,-95.4169,Mendocino Farms,29.716074,-95.415142,Sandwich Place
686,West University,29.7167,-95.4169,Rice Village,29.715884923510725,-95.41690263076377,Shopping Mall
687,West University,29.7167,-95.4169,Prego,29.71608576498929,-95.41738894200384,Italian Restaurant
688,West University,29.7167,-95.4169,Bath & Body Works,29.71582321300785,-95.41650360544752,Cosmetics Shop
689,West University,29.7167,-95.4169,El Meson,29.71490028521434,-95.41605538320992,Cuban Restaurant
690,West University,29.7167,-95.4169,Half Price Books,29.714785,-95.418044,Used Bookstore
691,West University,29.7167,-95.4169,sweetgreen,29.715526,-95.41744,Salad Place
692,West University,29.7167,-95.4169,24 Hour Fitness,29.719148599222226,-95.41687341823727,Gym / Fitness Center
693,West University,29.7167,-95.4169,premiumgoods.,29.716770981666713,-95.41532587525394,Boutique
694,West University,29.7167,-95.4169,Island Grill,29.71726,-95.41515,American Restaurant
695,West University,29.7167,-95.4169,Benjy's,29.719455798552747,-95.41636622336436,New American Restaurant
696,West University,29.7167,-95.4169,D'Amico's Italian Market Cafe,29.71600309474809,-95.4150718321458,Italian Restaurant
697,West University,29.7167,-95.4169,Istanbul Grill & Deli,29.715643141523326,-95.41467542946211,Mediterranean Restaurant
698,West University,29.7167,-95.4169,Zoës Kitchen,29.718267431524,-95.41682702282411,Mediterranean Restaurant
699,West University,29.7167,-95.4169,New Living,29.717012,-95.41749200000001,Mattress Store
700,West University,29.7167,-95.4169,Croissant-Brioche,29.717401122561448,-95.4162943067631,Bakery
701,West University,29.7167,-95.4169,Local Foods,29.719504582518613,-95.41654692467382,Café
702,West University,29.7167,-95.4169,Coco Crepes Waffles & Coffee,29.7148981456672,-95.41439764908799,Creperie
703,West University,29.7167,-95.4169,CVS pharmacy,29.718106969605554,-95.41787492188118,Pharmacy
704,West University,29.7167,-95.4169,Dromgoole's Fine Writing Instruments and Stationery,29.717536055561663,-95.41725113429214,Paper / Office Supplies Store
705,West University,29.7167,-95.4169,The Vitamin Shoppe,29.7192228,-95.4181012,Supplement Shop
706,West University,29.7167,-95.4169,Cafe Rabelais,29.71668079307157,-95.4156590300291,French Restaurant
707,West University,29.7167,-95.4169,Lot 8 Boutique,29.716308,-95.418353,Boutique
708,West University,29.7167,-95.4169,Jersey Mike's Subs,29.719547,-95.418086,Sandwich Place
709,West University,29.7167,-95.4169,Yo Yo Hot Dog,29.715301714288657,-95.41370605562948,Food Truck
710,West University,29.7167,-95.4169,Hungry's- Rice Village,29.717658051314015,-95.41322899650335,American Restaurant
711,West University,29.7167,-95.4169,Warby Parker,29.71549159,-95.41710233,Optical Shop
712,West University,29.7167,-95.4169,Punk's,29.718541929984642,-95.41523425233125,Southern / Soul Food Restaurant
713,West University,29.7167,-95.4169,Coppa Osteria,29.71879749392952,-95.41509451172917,Italian Restaurant
714,West University,29.7167,-95.4169,Cloud 10 Creamery,29.71808663060525,-95.4149598884814,Ice Cream Shop
715,West University,29.7167,-95.4169,Kendra Scott,29.716418,-95.415921,Jewelry Store
716,West University,29.7167,-95.4169,Little Woodrow's,29.715717086863073,-95.41462988790566,Bar
717,West University,29.7167,-95.4169,The Teahouse Tapioca & Tea,29.71767734546914,-95.4175259507976,Bubble Tea Shop
718,West University,29.7167,-95.4169,Shiva Indian Restaurant,29.716592720529665,-95.41731315114018,Indian Restaurant
719,West University,29.7167,-95.4169,Le Peep,29.71656203773949,-95.41737949974993,Breakfast Spot
720,West University,29.7167,-95.4169,Pasha,29.714975762649797,-95.4139325368324,Turkish Restaurant
721,West University,29.7167,-95.4169,Big Easy Social & Pleasure Club,29.72084531045697,-95.41828650998679,Dive Bar
722,West University,29.7167,-95.4169,Kolache Factory,29.719787025156158,-95.41883404416296,Restaurant
723,West University,29.7167,-95.4169,Rice Farmer's Market,29.716623927418528,-95.41220244767301,Farmers Market
724,West University,29.7167,-95.4169,Celebrity Cupcakes,29.715005124241543,-95.41456202014267,Cupcake Shop
725,West University,29.7167,-95.4169,Roma,29.714977845985583,-95.41470748629338,Italian Restaurant
726,West University,29.7167,-95.4169,The UPS Store,29.717768,-95.414539,Shipping Store
727,West University,29.7167,-95.4169,Berripop Yogurt,29.714971040444034,-95.41437270770555,Dessert Shop
728,West University,29.7167,-95.4169,Purple Glaze,29.717090999999996,-95.414541,Arts & Crafts Store
729,West University,29.7167,-95.4169,A Pea In The Pod,29.717090999999996,-95.414541,Clothing Store
730,West University,29.7167,-95.4169,Nourish Juice & Smoothie Bar,29.717881,-95.414744,Juice Bar
731,West University,29.7167,-95.4169,Rice U Farmers Market,29.71607630490796,-95.41227916141996,Market
732,Northside,29.8707,-95.4365,Family Dollar,29.87392009817521,-95.43761047673433,Discount Store
733,Northside,29.8707,-95.4365,Square Biz,29.869581,-95.43535,Adult Boutique
734,Aldine,29.9014,-95.4001,N T Auto Salvage,29.90281833929538,-95.40096242486129,Convenience Store
735,Aldine,29.9014,-95.4001,Vanessa's Hot Dog Truck,29.902617,-95.400405,Food Truck
736,Champions,29.9992,-95.5434,Valhalla,29.996207741772206,-95.54330042853864,Gaming Cafe
737,Conroe,30.3119,-95.4561,Red Brick Tavern,30.311160265209715,-95.45672270807661,Pub
738,Conroe,30.3119,-95.4561,Crighton Theatre,30.311076460892846,-95.45679270142863,Theater
739,Conroe,30.3119,-95.4561,Conroe Coffee,30.310655643009397,-95.45720489105898,Coffee Shop
740,Conroe,30.3119,-95.4561,The Corner Pub,30.311356821004775,-95.4569029032563,Bar
741,Conroe,30.3119,-95.4561,Wells fargo,30.312657,-95.46065300000001,Bank
742,Conroe,30.3119,-95.4561,Family Dollar,30.315204175797987,-95.45603787164868,Discount Store
743,Conroe,30.3119,-95.4561,Vernon Wayne's City Cafe,30.31155761,-95.457354,Café
744,Conroe,30.3119,-95.4561,Pacific Yard House,30.313498,-95.45534,Beer Garden
745,Conroe,30.3119,-95.4561,Lonestar Cafe,30.311993,-95.456751,Café
746,Conroe,30.3119,-95.4561,Owen Theater,30.310206716102048,-95.4579244059889,Theater
747,Conroe,30.3119,-95.4561,Heather's Glen,30.314559246905702,-95.45437206180445,Event Space
748,Crosby,29.9119,-95.0622,Xfinity Store By Comcast,29.912090918781505,-95.06189703941344,Business Service
749,Crosby,29.9119,-95.0622,DIRECTV,29.91175613030457,-95.0635814666748,Business Service
750,Crosby,29.9119,-95.0622,Apaseo Mexican Restaurant,29.910675,-95.063758,Mexican Restaurant
751,Cypress,29.9717,-95.6938,Chick-fil-A,29.9692857,-95.6930573,Fast Food Restaurant
752,Cypress,29.9717,-95.6938,Sprint Store,29.96979139152041,-95.69358810782438,Mobile Phone Shop
753,Cypress,29.9717,-95.6938,The Home Depot,29.9733574,-95.692937,Hardware Store
754,Cypress,29.9717,-95.6938,Firehouse Subs Cypress Mill Plaza,29.972886,-95.691294,Sandwich Place
755,Cypress,29.9717,-95.6938,Chipotle Mexican Grill,29.972875,-95.691292,Mexican Restaurant
756,Cypress,29.9717,-95.6938,Bike Barn,29.9708923,-95.6936437,Bike Shop
757,Cypress,29.9717,-95.6938,Hobby Lobby,29.9740714,-95.6947292,Fabric Shop
758,Cypress,29.9717,-95.6938,T.J. Maxx,29.9687227,-95.6951172,Department Store
759,Cypress,29.9717,-95.6938,Five Guys,29.9699623428184,-95.69372875856425,Burger Joint
760,Cypress,29.9717,-95.6938,Papa Murphy's,29.972481230563485,-95.69131388679484,Pizza Place
761,Cypress,29.9717,-95.6938,Denny's,29.9730814,-95.6952903,Breakfast Spot
762,Cypress,29.9717,-95.6938,Lowe's,29.9714825,-95.6985712,Hardware Store
763,Cypress,29.9717,-95.6938,Whataburger,29.97269464720075,-95.69470524787903,Burger Joint
764,Cypress,29.9717,-95.6938,Starbucks,29.970888,-95.690212,Coffee Shop
765,Cypress,29.9717,-95.6938,Cold Stone Creamery,29.972501,-95.689709,Ice Cream Shop
766,Cypress,29.9717,-95.6938,Newk's Express Cafe,29.970044127603867,-95.69011147318186,Café
767,Cypress,29.9717,-95.6938,Buffalo Wild Wings,29.9698238,-95.6905193,Wings Joint
768,Cypress,29.9717,-95.6938,Bed Bath & Beyond,29.9681025,-95.694105,Furniture / Home Store
769,Cypress,29.9717,-95.6938,Dollar Tree,29.97388255223029,-95.69564513482123,Discount Store
770,Cypress,29.9717,-95.6938,Great Clips,29.9728724,-95.6912531,Salon / Barbershop
771,Cypress,29.9717,-95.6938,Kroger,29.9710205,-95.6904014,Supermarket
772,Cypress,29.9717,-95.6938,BB’s Cafe,29.96977711798327,-95.69757670660827,Cajun / Creole Restaurant
773,Cypress,29.9717,-95.6938,MOD Pizza,29.96905984,-95.68988426,Pizza Place
774,Cypress,29.9717,-95.6938,Cork Cafe Wine & Beer,29.970057745945677,-95.68981348662291,Wine Bar
775,Cypress,29.9717,-95.6938,Target,29.9697681050352,-95.696320104951,Big Box Store
776,Cypress,29.9717,-95.6938,Shogun Japanese Grill & Sushi Bar,29.96999739173036,-95.68950748400171,Japanese Restaurant
777,Cypress,29.9717,-95.6938,Spring Creek Barbeque,29.968383016529014,-95.69223759748516,BBQ Joint
778,Cypress,29.9717,-95.6938,GNC,29.973952,-95.696337,Supplement Shop
779,Cypress,29.9717,-95.6938,European Wax Center,29.97236,-95.68972099999999,Health & Beauty Service
780,Cypress,29.9717,-95.6938,Chase Bank,29.973313,-95.6957,Bank
781,Cypress,29.9717,-95.6938,PDQ,29.968926763161406,-95.69077307950798,American Restaurant
782,Cypress,29.9717,-95.6938,America's Best Contacts & Eyeglasses,29.969576300613156,-95.69534786157905,Accessories Store
783,Cypress,29.9717,-95.6938,Kung Fu Tea,29.9699128,-95.6903632,Bubble Tea Shop
784,Cypress,29.9717,-95.6938,GameStop,29.969015945405577,-95.68995284354155,Video Game Store
785,Cypress,29.9717,-95.6938,PetSmart,29.967659,-95.693548,Pet Store
786,Cypress,29.9717,-95.6938,Jimmy John's,29.973108,-95.690392,Sandwich Place
787,Cypress,29.9717,-95.6938,Pier 1 Imports,29.96795455972276,-95.6938985276127,Furniture / Home Store
788,Cypress Fairbanks,30.019038,-95.755936,Walker Communications Llc,30.02249,-95.75451,IT Services
789,North Houston District,29.8402,-95.4149,Corner Store,29.8407329,-95.4116186,Convenience Store
790,North Houston District,29.8402,-95.4149,Family Dollar,29.838137,-95.411567,Discount Store
791,North Houston District,29.8402,-95.4149,Church's Chicken,29.841744,-95.411307,Fried Chicken Joint
792,North Houston District,29.8402,-95.4149,EZPAWN,29.840091420956696,-95.41156559885962,Pawn Shop
793,North Houston District,29.8402,-95.4149,Los Dos Hermanos,29.839855778944802,-95.41115403664591,Mexican Restaurant
794,North Houston District,29.8402,-95.4149,St. Pius X High School Parsley Field,29.843121612325668,-95.41191093636107,Football Stadium
795,North Houston District,29.8402,-95.4149,Simos Diner,29.839276,-95.410362,Diner
796,North Houston District,29.8402,-95.4149,Artisana Bread,29.840748126279028,-95.41953674118038,Bakery
797,Humble,29.9988,-95.2622,Green Oaks Tavern,29.99798198402184,-95.26415979987031,Cocktail Bar
798,Humble,29.9988,-95.2622,The Hop Stop,29.998850766863654,-95.25825593464235,Beer Garden
799,Humble,29.9988,-95.2622,Chez Nous,29.995032062700936,-95.26010115701958,French Restaurant
800,Humble,29.9988,-95.2622,Pho An Restaurant,29.999892243837987,-95.26493069021477,Vietnamese Restaurant
801,Humble,29.9988,-95.2622,Humble City Cafe,29.997942951982164,-95.26468753644588,American Restaurant
802,Humble,29.9988,-95.2622,Noyolas Mexican Restaurant,29.999243267124264,-95.26457189677011,Mexican Restaurant
803,Humble,29.9988,-95.2622,Jade Palace,29.998868253831194,-95.26262094792749,Chinese Restaurant
804,Humble,29.9988,-95.2622,Monterey's Little Mexico,30.00075736739932,-95.26661814764168,Mexican Restaurant
805,Humble,29.9988,-95.2622,Family Dollar,29.998158,-95.267191,Discount Store
806,Humble,29.9988,-95.2622,Dollar General,30.001451,-95.265671,Discount Store
807,Humble,29.9988,-95.2622,CVS pharmacy,30.001438652568147,-95.26632402881816,Pharmacy
808,Humble,29.9988,-95.2622,Shamrocks Pub,30.00136907264988,-95.26534392107274,Pub
809,Humble,29.9988,-95.2622,Firestone Complete Auto Care,30.00029851,-95.26560651,Automotive Shop
810,Humble,29.9988,-95.2622,Cafe East 4,30.000724,-95.265857,Chinese Restaurant
